[22,2,17],
[22,3,17],
[22,4,17],
[22,5,18],
[22,6,20],
[22,7,21],
[22,8,23],
[22,9,25],
[22,10,26],
[22,11,28],
[22,12,30],
[22,13,31],
[22,14,33],
[22,15,35],
[22,16,37],
[22,17,39],
[22,18,41],
[22,19,42],
[22,20,44],
[22,21,46],
[22,22,48],
[22,23,50],
[22,24,52],
[22,25,54],
[22,26,56],
[22,27,58],
[22,28,60],
[22,29,62],
[22,30,63],
[22,31,65],
[22,32,67],
[22,33,69],
[22,34,71],
[22,35,73],
[22,36,75],
[22,37,77],
[22,38,79],
[22,39,81],
[22,40,83],
[22,41,85],
[22,42,87],
[22,43,89],
[22,44,91],
[22,45,93],
[22,46,95],
[22,47,97],
[22,48,99],
[22,49,101],
[22,50,103],
[22,51,105],
[22,52,107],
[22,53,109],
[22,54,111],
[22,55,113],
[22,56,115],
[22,57,117],
[22,61,124],
[22,62,126],
[22,63,128],
[22,64,130],
[22,65,132],
[22,66,134],
[22,67,136],
[22,68,138],
[22,69,140],
[22,70,142],
[22,71,144],
[22,72,146],
[22,73,148],
[22,74,150],
[22,75,152],
[22,76,154],
[22,77,156],
[22,78,158],
[22,79,160],
[22,80,162],
[22,81,164],
[22,82,166],
[22,83,168],
[22,84,170],
[22,85,172],
[22,86,174],
[22,87,176],
[22,88,178],
[22,89,180],
[22,90,182],
[22,91,184],
[22,92,186],
[22,93,188],
[22,94,190],
[22,95,192],
[22,96,194],
[22,97,196],
[22,98,198],
[22,99,200],
[22,100,202],
[22,101,204],
[22,102,206],
[22,103,208],
[22,104,210],
[22,105,212],
[22,106,214],
[22,107,216],
[22,108,218],
[22,109,220],
[22,110,222],
[22,111,224],
[22,112,226],
[22,113,228],
[22,114,230],
[22,115,232],
[22,116,234],
[22,117,236],
[23,0,15],
[23,1,15],
[23,2,15],
[23,3,16],
[23,4,17],
[24,-1,14],
[24,0,14],
[24,1,14],
[24,2,14],
[25,-3,13],
[25,-2,13],
[25,-1,13],
[25,0,13],
[25,1,13],
[25,2,14],
[26,-4,12],
[26,-3,12],
[26,-2,12],
[26,-1,12],
[26,0,12],
[27,-5,11],
[27,-4,11],
[27,-3,11],
[27,-2,11],
[27,-1,11],
[27,0,12],
[28,-7,10],
[28,-6,10],
[28,-5,10],
[28,-4,10],
[28,-3,10],
[28,-2,10],
[28,-1,11],
[29,-7,10],
[29,-6,10],
[29,-5,10],
[29,-4,10],
[29,-3,10],
[29,-2,10],
[30,-7,10],
[30,-6,10],
[30,-5,10],
[30,-4,10],
[30,-3,10],
[30,-2,10],
[31,-9,9],
[31,-8,9],
[31,-7,9],
[31,-6,9],
[31,-5,9],
[31,-4,9],
[31,-3,9],
[32,-9,9],
[32,-8,9],
[32,-7,9],
[32,-6,9],
[32,-5,9],
[32,-4,9],
[32,-3,9],
[33,-11,8],
[33,-10,8],
[33,-9,8],
[33,-8,8],
[33,-7,8],
[33,-6,8],
[33,-5,8],
[34,-11,8],
[34,-10,8],
[34,-9,8],
[34,-8,8],
[34,-7,8],
[34,-6,8],
[34,-5,8],
[35,-11,8],
[35,-10,8],
[35,-9,8],
[35,-8,8],
[35,-7,8],
[35,-6,8],
[35,-5,8],
[37,-13,7],
[37,-12,7],
[37,-11,7],
[37,-10,7],
[37,-9,7],
[37,-8,7],
[37,-7,7],
[37,-6,7],
[38,-13,7],
[38,-12,7],
[38,-11,7],
[38,-10,7],
[38,-9,7],
[38,-8,7],
[38,-7,7],
[38,-6,7],
[39,-13,7],
[39,-12,7],
[39,-11,7],
[39,-10,7],
[39,-9,7],
[39,-8,7],
[39,-7,7],
[39,-6,7],
[40,-13,7],
[40,-12,7],
[40,-11,7],
[40,-10,7],
[40,-9,7],
[40,-8,7],
[40,-7,7],
[40,-6,7],
[42,-17,6],
[42,-16,6],
[42,-15,6],
[42,-14,6],
[42,-13,6],
[42,-12,6],
[42,-11,6],
[42,-10,6],
[42,-9,6],
[42,-8,6],
[43,-17,6],
[43,-16,6],
[43,-15,6],
[43,-14,6],
[43,-13,6],
[43,-12,6],
[43,-11,6],
[43,-10,6],
[43,-9,6],
[43,-8,6],
[44,-17,6],
[44,-16,6],
[44,-15,6],
[44,-14,6],
[44,-13,6],
[44,-12,6],
[44,-11,6],
[44,-10,6],
[44,-9,6],
[44,-8,6],
[45,-17,6],
[45,-16,6],
[45,-15,6],
[45,-14,6],
[45,-13,6],
[45,-12,6],
[45,-11,6],
[45,-10,6],
[45,-9,6],
[45,-8,6],
[49,-21,5],
[49,-20,5],
[49,-19,5],
[49,-18,5],
[49,-17,5],
[49,-16,5],
[49,-15,5],
[49,-14,5],
[49,-13,5],
[49,-12,5],
[49,-11,5],
[50,-21,5],
[50,-20,5],
[50,-19,5],
[50,-18,5],
[50,-17,5],
[50,-16,5],
[50,-15,5],
[50,-14,5],
[50,-13,5],
[50,-12,5],
[50,-11,5],
[51,-21,5],
[51,-20,5],
[51,-19,5],
[51,-18,5],
[51,-17,5],
[51,-16,5],
[51,-15,5],
[51,-14,5],
[51,-13,5],
[51,-12,5],
[51,-11,5],
[52,-21,5],
[52,-20,5],
[52,-19,5],
[52,-18,5],
[52,-17,5],
[52,-16,5],
[52,-15,5],
[52,-14,5],
[52,-13,5],
[52,-12,5],
[52,-11,5],
[53,-21,5],
[53,-20,5],
[53,-19,5],
[53,-18,5],
[53,-17,5],
[53,-16,5],
[53,-15,5],
[53,-14,5],
[53,-13,5],
[53,-12,5],
[53,-11,5],
[61,-28,4],
[61,-27,4],
[61,-26,4],
[61,-25,4],
[61,-24,4],
[61,-23,4],
[61,-22,4],
[61,-21,4],
[61,-20,4],
[61,-19,4],
[61,-18,4],
[61,-17,4],
[61,-16,4],
[61,-15,4],
[61,-14,4],
[62,-28,4],
[62,-27,4],
[62,-26,4],
[62,-25,4],
[62,-24,4],
[62,-23,4],
[62,-22,4],
[62,-21,4],
[62,-20,4],
[62,-19,4],
[62,-18,4],
[62,-17,4],
[62,-16,4],
[62,-15,4],
[62,-14,4],
[63,-28,4],
[63,-27,4],
[63,-26,4],
[63,-25,4],
[63,-24,4],
[63,-23,4],
[63,-22,4],
[63,-21,4],
[63,-20,4],
[63,-19,4],
[63,-18,4],
[63,-17,4],
[63,-16,4],
[63,-15,4],
[63,-14,4],
[64,-28,4],
[64,-27,4],
[64,-26,4],
[64,-25,4],
[64,-24,4],
[64,-23,4],
[64,-22,4],
[64,-21,4],
[64,-20,4],
[64,-19,4],
[64,-18,4],
[64,-17,4],
[64,-16,4],
[64,-15,4],
[64,-14,4],
[65,-28,4],
[65,-27,4],
[65,-26,4],
[65,-25,4],
[65,-24,4],
[65,-23,4],
[65,-22,4],
[65,-21,4],
[65,-20,4],
[65,-19,4],
[65,-18,4],
[65,-17,4],
[65,-16,4],
[65,-15,4],
[65,-14,4],
[66,-28,4],
[66,-27,4],
[66,-26,4],
[66,-25,4],
[66,-24,4],
[66,-23,4],
[66,-22,4],
[66,-21,4],
[66,-20,4],
[66,-19,4],
[66,-18,4],
[66,-17,4],
[66,-16,4],
[66,-15,4],
[66,-14,4],
[80,-38,3],
[80,-37,3],
[80,-36,3],
[80,-35,3],
[80,-34,3],
[80,-33,3],
[80,-32,3],
[80,-31,3],
[80,-30,3],
[80,-29,3],
[80,-28,3],
[80,-27,3],
[80,-26,3],
[80,-25,3],
[80,-24,3],
[80,-23,3],
[80,-22,3],
[80,-21,3],
[80,-20,3],
[81,-38,3],
[81,-37,3],
[81,-36,3],
[81,-35,3],
[81,-34,3],
[81,-33,3],
[81,-32,3],
[81,-31,3],
[81,-30,3],
[81,-29,3],
[81,-28,3],
[81,-27,3],
[81,-26,3],
[81,-25,3],
[81,-24,3],
[81,-23,3],
[81,-22,3],
[81,-21,3],
[81,-20,3],
[82,-38,3],
[82,-37,3],
[82,-36,3],
[82,-35,3],
[82,-34,3],
[82,-33,3],
[82,-32,3],
[82,-31,3],
[82,-30,3],
[82,-29,3],
[82,-28,3],
[82,-27,3],
[82,-26,3],
[82,-25,3],
[82,-24,3],
[82,-23,3],
[82,-22,3],
[82,-21,3],
[82,-20,3],
[83,-38,3],
[83,-37,3],
[83,-36,3],
[83,-35,3],
[83,-34,3],
[83,-33,3],
[83,-32,3],
[83,-31,3],
[83,-30,3],
[83,-29,3],
[83,-28,3],
[83,-27,3],
[83,-26,3],
[83,-25,3],
[83,-24,3],
[83,-23,3],
[83,-22,3],
[83,-21,3],
[83,-20,3],
[84,-38,3],
[84,-37,3],
[84,-36,3],
[84,-35,3],
[84,-34,3],
[84,-33,3],
[84,-32,3],
[84,-31,3],
[84,-30,3],
[84,-29,3],
[84,-28,3],
[84,-27,3],
[84,-26,3],
[84,-25,3],
[84,-24,3],
[84,-23,3],
[84,-22,3],
[84,-21,3],
[84,-20,3],
[85,-38,3],
[85,-37,3],
[85,-36,3],
[85,-35,3],
[85,-34,3],
[85,-33,3],
[85,-32,3],
[85,-31,3],
[85,-30,3],
[85,-29,3],
[85,-28,3],
[85,-27,3],
[85,-26,3],
[85,-25,3],
[85,-24,3],
[85,-23,3],
[85,-22,3],
[85,-21,3],
[85,-20,3],
[86,-38,3],
[86,-37,3],
[86,-36,3],
[86,-35,3],
[86,-34,3],
[86,-33,3],
[86,-32,3],
[86,-31,3],
[86,-30,3],
[86,-29,3],
[86,-28,3],
[86,-27,3],
[86,-26,3],
[86,-25,3],
[86,-24,3],
[86,-23,3],
[86,-22,3],
[86,-21,3],
[86,-20,3],
[87,-38,3],
[87,-37,3],
[87,-36,3],
[87,-35,3],
[87,-34,3],
[87,-33,3],
[87,-32,3],
[87,-31,3],
[87,-30,3],
[87,-29,3],
[87,-28,3],
[87,-27,3],
[87,-26,3],
[87,-25,3],
[87,-24,3],
[87,-23,3],
[87,-22,3],
[87,-21,3],
[87,-20,3],
[118,-58,2],
[118,-57,2],
[118,-56,2],
[118,-55,2],
[118,-54,2],
[118,-53,2],
[118,-52,2],
[118,-51,2],
[118,-50,2],
[118,-49,2],
[118,-48,2],
[118,-47,2],
[118,-46,2],
[118,-45,2],
[118,-44,2],
[118,-43,2],
[118,-42,2],
[118,-41,2],
[118,-40,2],
[118,-39,2],
[118,-38,2],
[118,-37,2],
[118,-36,2],
[118,-35,2],
[118,-34,2],
[118,-33,2],
[118,-32,2],
[118,-31,2],
[119,-58,2],
[119,-57,2],
[119,-56,2],
[119,-55,2],
[119,-54,2],
[119,-53,2],
[119,-52,2],
[119,-51,2],
[119,-50,2],
[119,-49,2],
[119,-48,2],
[119,-47,2],
[119,-46,2],
[119,-45,2],
[119,-44,2],
[119,-43,2],
[119,-42,2],
[119,-41,2],
[119,-40,2],
[119,-39,2],
[119,-38,2],
[119,-37,2],
[119,-36,2],
[119,-35,2],
[119,-34,2],
[119,-33,2],
[119,-32,2],
[119,-31,2],
[120,-58,2],
[120,-57,2],
[120,-56,2],
[120,-55,2],
[120,-54,2],
[120,-53,2],
[120,-52,2],
[120,-51,2],
[120,-50,2],
[120,-49,2],
[120,-48,2],
[120,-47,2],
[120,-46,2],
[120,-45,2],
[120,-44,2],
[120,-43,2],
[120,-42,2],
[120,-41,2],
[120,-40,2],
[120,-39,2],
[120,-38,2],
[120,-37,2],
[120,-36,2],
[120,-35,2],
[120,-34,2],
[120,-33,2],
[120,-32,2],
[120,-31,2],
[121,-58,2],
[121,-57,2],
[121,-56,2],
[121,-55,2],
[121,-54,2],
[121,-53,2],
[121,-52,2],
[121,-51,2],
[121,-50,2],
[121,-49,2],
[121,-48,2],
[121,-47,2],
[121,-46,2],
[121,-45,2],
[121,-44,2],
[121,-43,2],
[121,-42,2],
[121,-41,2],
[121,-40,2],
[121,-39,2],
[121,-38,2],
[121,-37,2],
[121,-36,2],
[121,-35,2],
[121,-34,2],
[121,-33,2],
[121,-32,2],
[121,-31,2],
[122,-58,2],
[122,-57,2],
[122,-56,2],
[122,-55,2],
[122,-54,2],
[122,-53,2],
[122,-52,2],
[122,-51,2],
[122,-50,2],
[122,-49,2],
[122,-48,2],
[122,-47,2],
[122,-46,2],
[122,-45,2],
[122,-44,2],
[122,-43,2],
[122,-42,2],
[122,-41,2],
[122,-40,2],
[122,-39,2],
[122,-38,2],
[122,-37,2],
[122,-36,2],
[122,-35,2],
[122,-34,2],
[122,-33,2],
[122,-32,2],
[122,-31,2],
[123,-58,2],
[123,-57,2],
[123,-56,2],
[123,-55,2],
[123,-54,2],
[123,-53,2],
[123,-52,2],
[123,-51,2],
[123,-50,2],
[123,-49,2],
[123,-48,2],
[123,-47,2],
[123,-46,2],
[123,-45,2],
[123,-44,2],
[123,-43,2],
[123,-42,2],
[123,-41,2],
[123,-40,2],
[123,-39,2],
[123,-38,2],
[123,-37,2],
[123,-36,2],
[123,-35,2],
[123,-34,2],
[123,-33,2],
[123,-32,2],
[123,-31,2],
[124,-58,2],
[124,-57,2],
[124,-56,2],
[124,-55,2],
[124,-54,2],
[124,-53,2],
[124,-52,2],
[124,-51,2],
[124,-50,2],
[124,-49,2],
[124,-48,2],
[124,-47,2],
[124,-46,2],
[124,-45,2],
[124,-44,2],
[124,-43,2],
[124,-42,2],
[124,-41,2],
[124,-40,2],
[124,-39,2],
[124,-38,2],
[124,-37,2],
[124,-36,2],
[124,-35,2],
[124,-34,2],
[124,-33,2],
[124,-32,2],
[124,-31,2],
[125,-58,2],
[125,-57,2],
[125,-56,2],
[125,-55,2],
[125,-54,2],
[125,-53,2],
[125,-52,2],
[125,-51,2],
[125,-50,2],
[125,-49,2],
[125,-48,2],
[125,-47,2],
[125,-46,2],
[125,-45,2],
[125,-44,2],
[125,-43,2],
[125,-42,2],
[125,-41,2],
[125,-40,2],
[125,-39,2],
[125,-38,2],
[125,-37,2],
[125,-36,2],
[125,-35,2],
[125,-34,2],
[125,-33,2],
[125,-32,2],
[125,-31,2],
[126,-58,2],
[126,-57,2],
[126,-56,2],
[126,-55,2],
[126,-54,2],
[126,-53,2],
[126,-52,2],
[126,-51,2],
[126,-50,2],
[126,-49,2],
[126,-48,2],
[126,-47,2],
[126,-46,2],
[126,-45,2],
[126,-44,2],
[126,-43,2],
[126,-42,2],
[126,-41,2],
[126,-40,2],
[126,-39,2],
[126,-38,2],
[126,-37,2],
[126,-36,2],
[126,-35,2],
[126,-34,2],
[126,-33,2],
[126,-32,2],
[126,-31,2],
[127,-58,2],
[127,-57,2],
[127,-56,2],
[127,-55,2],
[127,-54,2],
[127,-53,2],
[127,-52,2],
[127,-51,2],
[127,-50,2],
[127,-49,2],
[127,-48,2],
[127,-47,2],
[127,-46,2],
[127,-45,2],
[127,-44,2],
[127,-43,2],
[127,-42,2],
[127,-41,2],
[127,-40,2],
[127,-39,2],
[127,-38,2],
[127,-37,2],
[127,-36,2],
[127,-35,2],
[127,-34,2],
[127,-33,2],
[127,-32,2],
[127,-31,2],
[128,-58,2],
[128,-57,2],
[128,-56,2],
[128,-55,2],
[128,-54,2],
[128,-53,2],
[128,-52,2],
[128,-51,2],
[128,-50,2],
[128,-49,2],
[128,-48,2],
[128,-47,2],
[128,-46,2],
[128,-45,2],
[128,-44,2],
[128,-43,2],
[128,-42,2],
[128,-41,2],
[128,-40,2],
[128,-39,2],
[128,-38,2],
[128,-37,2],
[128,-36,2],
[128,-35,2],
[128,-34,2],
[128,-33,2],
[128,-32,2],
[128,-31,2],
[129,-58,2],
[129,-57,2],
[129,-56,2],
[129,-55,2],
[129,-54,2],
[129,-53,2],
[129,-52,2],
[129,-51,2],
[129,-50,2],
[129,-49,2],
[129,-48,2],
[129,-47,2],
[129,-46,2],
[129,-45,2],
[129,-44,2],
[129,-43,2],
[129,-42,2],
[129,-41,2],
[129,-40,2],
[129,-39,2],
[129,-38,2],
[129,-37,2],
[129,-36,2],
[129,-35,2],
[129,-34,2],
[129,-33,2],
[129,-32,2],
[129,-31,2],
[130,-58,2],
[130,-57,2],
[130,-56,2],
[130,-55,2],
[130,-54,2],
[130,-53,2],
[130,-52,2],
[130,-51,2],
[130,-50,2],
[130,-49,2],
[130,-48,2],
[130,-47,2],
[130,-46,2],
[130,-45,2],
[130,-44,2],
[130,-43,2],
[130,-42,2],
[130,-41,2],
[130,-40,2],
[130,-39,2],
[130,-38,2],
[130,-37,2],
[130,-36,2],
[130,-35,2],
[130,-34,2],
[130,-33,2],
[130,-32,2],
[130,-31,2],
[235,-118,1],
[235,-117,1],
[235,-116,1],
[235,-115,1],
[235,-114,1],
[235,-113,1],
[235,-112,1],
[235,-111,1],
[235,-110,1],
[235,-109,1],
[235,-108,1],
[235,-107,1],
[235,-106,1],
[235,-105,1],
[235,-104,1],
[235,-103,1],
[235,-102,1],
[235,-101,1],
[235,-100,1],
[235,-99,1],
[235,-98,1],
[235,-97,1],
[235,-96,1],
[235,-95,1],
[235,-94,1],
[235,-93,1],
[235,-92,1],
[235,-91,1],
[235,-90,1],
[235,-89,1],
[235,-88,1],
[235,-87,1],
[235,-86,1],
[235,-85,1],
[235,-84,1],
[235,-83,1],
[235,-82,1],
[235,-81,1],
[235,-80,1],
[235,-79,1],
[235,-78,1],
[235,-77,1],
[235,-76,1],
[235,-75,1],
[235,-74,1],
[235,-73,1],
[235,-72,1],
[235,-71,1],
[235,-70,1],
[235,-69,1],
[235,-68,1],
[235,-67,1],
[235,-66,1],
[235,-65,1],
[235,-64,1],
[235,-63,1],
[235,-62,1],
[236,-118,1],
[236,-117,1],
[236,-116,1],
[236,-115,1],
[236,-114,1],
[236,-113,1],
[236,-112,1],
[236,-111,1],
[236,-110,1],
[236,-109,1],
[236,-108,1],
[236,-107,1],
[236,-106,1],
[236,-105,1],
[236,-104,1],
[236,-103,1],
[236,-102,1],
[236,-101,1],
[236,-100,1],
[236,-99,1],
[236,-98,1],
[236,-97,1],
[236,-96,1],
[236,-95,1],
[236,-94,1],
[236,-93,1],
[236,-92,1],
[236,-91,1],
[236,-90,1],
[236,-89,1],
[236,-88,1],
[236,-87,1],
[236,-86,1],
[236,-85,1],
[236,-84,1],
[236,-83,1],
[236,-82,1],
[236,-81,1],
[236,-80,1],
[236,-79,1],
[236,-78,1],
[236,-77,1],
[236,-76,1],
[236,-75,1],
[236,-74,1],
[236,-73,1],
[236,-72,1],
[236,-71,1],
[236,-70,1],
[236,-69,1],
[236,-68,1],
[236,-67,1],
[236,-66,1],
[236,-65,1],
[236,-64,1],
[236,-63,1],
[236,-62,1],
[237,-118,1],
[237,-117,1],
[237,-116,1],
[237,-115,1],
[237,-114,1],
[237,-113,1],
[237,-112,1],
[237,-111,1],
[237,-110,1],
[237,-109,1],
[237,-108,1],
[237,-107,1],
[237,-106,1],
[237,-105,1],
[237,-104,1],
[237,-103,1],
[237,-102,1],
[237,-101,1],
[237,-100,1],
[237,-99,1],
[237,-98,1],
[237,-97,1],
[237,-96,1],
[237,-95,1],
[237,-94,1],
[237,-93,1],
[237,-92,1],
[237,-91,1],
[237,-90,1],
[237,-89,1],
[237,-88,1],
[237,-87,1],
[237,-86,1],
[237,-85,1],
[237,-84,1],
[237,-83,1],
[237,-82,1],
[237,-81,1],
[237,-80,1],
[237,-79,1],
[237,-78,1],
[237,-77,1],
[237,-76,1],
[237,-75,1],
[237,-74,1],
[237,-73,1],
[237,-72,1],
[237,-71,1],
[237,-70,1],
[237,-69,1],
[237,-68,1],
[237,-67,1],
[237,-66,1],
[237,-65,1],
[237,-64,1],
[237,-63,1],
[237,-62,1],
[238,-118,1],
[238,-117,1],
[238,-116,1],
[238,-115,1],
[238,-114,1],
[238,-113,1],
[238,-112,1],
[238,-111,1],
[238,-110,1],
[238,-109,1],
[238,-108,1],
[238,-107,1],
[238,-106,1],
[238,-105,1],
[238,-104,1],
[238,-103,1],
[238,-102,1],
[238,-101,1],
[238,-100,1],
[238,-99,1],
[238,-98,1],
[238,-97,1],
[238,-96,1],
[238,-95,1],
[238,-94,1],
[238,-93,1],
[238,-92,1],
[238,-91,1],
[238,-90,1],
[238,-89,1],
[238,-88,1],
[238,-87,1],
[238,-86,1],
[238,-85,1],
[238,-84,1],
[238,-83,1],
[238,-82,1],
[238,-81,1],
[238,-80,1],
[238,-79,1],
[238,-78,1],
[238,-77,1],
[238,-76,1],
[238,-75,1],
[238,-74,1],
[238,-73,1],
[238,-72,1],
[238,-71,1],
[238,-70,1],
[238,-69,1],
[238,-68,1],
[238,-67,1],
[238,-66,1],
[238,-65,1],
[238,-64,1],
[238,-63,1],
[238,-62,1],
[239,-118,1],
[239,-117,1],
[239,-116,1],
[239,-115,1],
[239,-114,1],
[239,-113,1],
[239,-112,1],
[239,-111,1],
[239,-110,1],
[239,-109,1],
[239,-108,1],
[239,-107,1],
[239,-106,1],
[239,-105,1],
[239,-104,1],
[239,-103,1],
[239,-102,1],
[239,-101,1],
[239,-100,1],
[239,-99,1],
[239,-98,1],
[239,-97,1],
[239,-96,1],
[239,-95,1],
[239,-94,1],
[239,-93,1],
[239,-92,1],
[239,-91,1],
[239,-90,1],
[239,-89,1],
[239,-88,1],
[239,-87,1],
[239,-86,1],
[239,-85,1],
[239,-84,1],
[239,-83,1],
[239,-82,1],
[239,-81,1],
[239,-80,1],
[239,-79,1],
[239,-78,1],
[239,-77,1],
[239,-76,1],
[239,-75,1],
[239,-74,1],
[239,-73,1],
[239,-72,1],
[239,-71,1],
[239,-70,1],
[239,-69,1],
[239,-68,1],
[239,-67,1],
[239,-66,1],
